GEOID,County,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,Median_Household_Income,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E
0500000US28073,"Lamar County, Mississippi",22116,7.6,4.2,10.2,7.4,12.3,17.6,13.2,17.2,5.3,4.9,60328,80384,32.9,(X),(X)
0500000US28075,"Lauderdale County, Mississippi",29736,11.2,7.3,13.5,11.2,14.5,16.1,9.3,11.1,3.1,2.8,42534,61186,36.4,(X),(X)
0500000US28077,"Lawrence County, Mississippi",4849,10.5,9.0,12.2,12.8,11.6,17.2,12.4,8.9,2.9,2.5,41914,55292,40.8,(X),(X)
0500000US28079,"Leake County, Mississippi",8105,12.6,8.4,16.3,10.6,13.1,14.2,11.8,8.6,1.8,2.6,37096,53201,36.5,(X),(X)
0500000US28081,"Lee County, Mississippi",32099,6.7,6.4,12.4,10.8,13.2,18.5,13.5,11.1,3.7,3.8,50559,67659,38.8,(X),(X)
0500000US28083,"Leflore County, Mississippi",9962,22.8,9.7,14.6,12.0,10.9,11.4,9.0,4.4,2.8,2.3,26735,48239,56.0,(X),(X)
0500000US28085,"Lincoln County, Mississippi",12699,11.6,7.9,12.7,11.8,11.0,13.4,13.5,12.9,2.2,3.1,42606,60457,43.7,(X),(X)
0500000US28087,"Lowndes County, Mississippi",22436,10.3,6.5,11.4,9.9,11.5,17.0,15.0,11.5,4.0,2.8,50441,65188,45.5,(X),(X)
0500000US28089,"Madison County, Mississippi",39635,4.8,3.2,6.5,7.8,13.0,16.1,13.9,16.0,8.9,9.6,71824,100923,36.1,(X),(X)
0500000US28091,"Marion County, Mississippi",9483,15.1,8.4,15.1,14.4,10.9,15.4,8.8,8.9,1.4,1.6,32090,49142,40.9,(X),(X)
0500000US28093,"Marshall County, Mississippi",12772,8.2,5.3,13.5,13.4,16.7,17.4,11.5,9.5,2.5,1.9,42233,58572,37.4,(X),(X)
0500000US28095,"Monroe County, Mississippi",13966,9.9,7.3,13.4,12.3,13.6,16.7,12.3,9.7,2.8,2.1,42354,57421,46.8,(X),(X)
0500000US28097,"Montgomery County, Mississippi",4539,13.9,8.7,12.0,11.7,17.3,19.5,6.8,7.0,1.5,1.8,39840,53705,39.6,(X),(X)
0500000US28099,"Neshoba County, Mississippi",10657,8.4,12.0,14.5,11.7,15.2,15.6,9.8,8.3,2.9,1.6,37987,51839,38.6,(X),(X)
0500000US28101,"Newton County, Mississippi",8037,8.7,8.1,14.1,17.6,13.0,15.9,10.7,7.7,2.4,1.9,35958,53593,38.4,(X),(X)
0500000US28103,"Noxubee County, Mississippi",3986,14.8,12.7,12.6,11.3,13.7,16.8,6.6,9.1,1.5,0.8,33784,48285,48.1,(X),(X)
0500000US28105,"Oktibbeha County, Mississippi",17798,18.0,8.5,12.5,6.6,11.6,14.0,10.2,10.5,4.1,4.0,40453,59862,36.7,(X),(X)
0500000US28107,"Panola County, Mississippi",12488,10.1,7.1,13.9,14.9,16.0,17.5,8.9,7.7,3.0,0.9,38304,53225,31.1,(X),(X)
0500000US28109,"Pearl River County, Mississippi",21020,7.7,7.0,12.1,11.7,12.9,17.6,12.1,13.1,3.2,2.5,46901,61538,38.0,(X),(X)
0500000US28111,"Perry County, Mississippi",4623,8.2,8.6,15.8,12.5,12.3,14.8,13.5,8.0,4.9,1.3,42469,59274,38.8,(X),(X)
0500000US28113,"Pike County, Mississippi",14404,20.7,8.1,12.5,12.3,15.1,15.0,7.9,5.3,1.6,1.5,31784,44819,37.4,(X),(X)
0500000US28115,"Pontotoc County, Mississippi",10783,5.7,6.1,13.3,14.1,15.8,20.4,10.8,9.8,2.0,2.0,44759,58032,35.0,(X),(X)
0500000US28117,"Prentiss County, Mississippi",9145,11.6,9.8,14.2,11.2,15.5,16.3,10.5,8.0,1.8,0.9,39256,50723,33.1,(X),(X)
0500000US28119,"Quitman County, Mississippi",3027,20.7,10.6,18.2,11.1,12.0,12.8,9.4,4.6,0.2,0.3,25283,36132,38.3,(X),(X)
0500000US28121,"Rankin County, Mississippi",55909,4.0,2.9,7.5,9.1,12.6,20.3,15.3,16.7,7.0,4.5,65996,81597,36.4,(X),(X)
0500000US28123,"Scott County, Mississippi",10180,11.5,7.7,18.2,12.7,11.2,15.4,10.0,7.0,3.8,2.5,34943,59659,43.1,(X),(X)
0500000US28125,"Sharkey County, Mississippi",1751,12.2,11.7,16.7,16.7,14.0,8.4,9.7,5.8,2.7,2.1,29394,47529,42.7,(X),(X)
0500000US28127,"Simpson County, Mississippi",9486,5.9,8.5,16.1,10.6,15.2,18.9,6.8,11.8,1.9,4.3,43850,61093,39.0,(X),(X)
0500000US28129,"Smith County, Mississippi",5820,9.6,7.0,15.1,11.1,12.4,16.1,11.8,11.1,3.1,2.7,43105,61942,40.9,(X),(X)
0500000US28131,"Stone County, Mississippi",6334,8.0,5.3,15.0,13.2,12.3,16.6,13.9,11.6,1.3,3.0,45483,62757,33.5,(X),(X)
0500000US28133,"Sunflower County, Mississippi",8322,14.4,8.9,18.4,12.1,14.4,14.6,7.8,5.4,2.2,1.7,30838,47453,47.2,(X),(X)
0500000US28135,"Tallahatchie County, Mississippi",4369,16.3,12.4,13.8,14.4,11.1,12.7,6.5,8.8,2.5,1.5,29864,48159,42.8,(X),(X)
0500000US28137,"Tate County, Mississippi",10324,6.0,5.7,11.4,13.9,12.3,17.1,14.0,13.3,3.7,2.5,51030,64146,42.0,(X),(X)
0500000US28139,"Tippah County, Mississippi",7834,9.9,7.5,15.5,11.1,18.1,17.0,9.3,7.9,2.3,1.3,39246,51144,38.0,(X),(X)
0500000US28141,"Tishomingo County, Mississippi",7635,10.4,9.2,14.6,10.0,19.5,18.0,8.0,6.8,2.0,1.5,37681,49943,26.2,(X),(X)
0500000US28143,"Tunica County, Mississippi",3930,15.4,8.8,11.5,11.1,15.9,18.1,9.5,6.8,2.2,0.7,39370,52941,42.6,(X),(X)
0500000US28145,"Union County, Mississippi",9808,6.6,4.7,15.2,12.3,14.9,18.6,14.6,8.7,2.2,2.0,45754,58050,37.3,(X),(X)
0500000US28147,"Walthall County, Mississippi",5601,19.0,11.0,9.8,14.6,13.3,14.4,5.1,9.1,1.5,2.3,30961,50698,40.7,(X),(X)
0500000US28149,"Warren County, Mississippi",18235,10.3,6.6,13.2,10.7,14.1,17.0,10.1,11.0,4.8,2.3,45113,63019,37.9,(X),(X)
0500000US28151,"Washington County, Mississippi",17988,15.7,9.4,17.7,13.1,11.9,14.0,7.2,6.4,2.1,2.4,29705,49835,37.9,(X),(X)
0500000US28153,"Wayne County, Mississippi",7683,12.5,7.4,14.5,13.6,10.6,12.1,12.1,10.2,3.2,3.8,37706,60167,35.4,(X),(X)
0500000US28155,"Webster County, Mississippi",3782,10.7,6.0,14.3,9.7,15.0,17.5,15.4,8.4,1.4,1.5,45730,54448,41.2,(X),(X)
0500000US28157,"Wilkinson County, Mississippi",3170,13.3,10.7,22.9,13.8,14.2,10.6,8.2,3.9,1.0,1.5,27313,41858,38.5,(X),(X)
0500000US28159,"Winston County, Mississippi",7269,9.3,9.7,18.4,12.9,15.5,12.5,9.9,8.4,1.0,2.4,34724,57737,46.2,(X),(X)
0500000US28161,"Yalobusha County, Mississippi",5181,7.5,10.3,12.7,10.6,19.1,20.9,11.7,5.6,0.8,0.8,41464,49019,40.1,(X),(X)
0500000US28163,"Yazoo County, Mississippi",8542,14.9,8.1,17.8,11.1,12.0,14.2,9.4,9.2,1.8,1.5,33279,53676,36.0,(X),(X)
0500000US29001,"Adair County, Missouri",9258,13.7,8.1,13.2,9.6,13.6,15.3,10.2,10.7,3.8,1.9,41929,59203,31.0,(X),(X)
0500000US29003,"Andrew County, Missouri",6763,3.8,5.5,10.4,8.6,13.9,19.8,11.9,19.2,3.9,3.0,58772,73248,39.0,(X),(X)
0500000US29005,"Atchison County, Missouri",2562,4.6,6.9,12.6,13.0,12.6,21.3,11.9,10.9,3.6,2.7,50236,64236,39.0,(X),(X)
0500000US29007,"Audrain County, Missouri",9286,5.7,4.8,12.1,16.6,18.4,18.9,8.9,10.3,2.0,2.4,44261,61557,42.1,(X),(X)
0500000US29009,"Barry County, Missouri",13645,6.5,6.3,13.6,11.7,16.3,20.1,9.6,10.6,2.1,3.2,44403,64139,38.2,(X),(X)
0500000US29011,"Barton County, Missouri",4895,8.0,5.1,14.9,13.4,14.8,16.3,8.9,10.6,4.8,3.0,44125,64001,37.1,(X),(X)
0500000US29013,"Bates County, Missouri",6547,4.6,5.4,12.7,14.7,14.4,17.2,11.5,13.3,3.7,2.4,47625,67588,34.1,(X),(X)
0500000US29015,"Benton County, Missouri",7872,8.5,7.0,13.7,14.8,16.9,17.5,8.6,9.1,2.4,1.6,40249,56309,32.3,(X),(X)
0500000US29017,"Bollinger County, Missouri",4593,7.6,7.7,12.4,13.0,13.1,22.6,12.6,8.4,1.6,1.0,44158,53816,45.9,(X),(X)
0500000US29019,"Boone County, Missouri",70619,8.0,4.2,9.8,10.1,13.7,17.1,12.5,14.4,5.1,5.1,55328,75435,30.2,(X),(X)
0500000US29021,"Buchanan County, Missouri",33501,6.2,6.0,10.9,12.0,13.4,20.0,13.5,12.0,3.1,2.9,51916,66099,34.8,(X),(X)
0500000US29023,"Butler County, Missouri",16390,9.8,8.4,14.0,11.8,18.5,16.6,9.6,7.2,1.4,2.6,39915,53954,29.7,(X),(X)
0500000US29025,"Caldwell County, Missouri",3639,5.4,5.7,11.5,13.4,14.2,22.0,11.3,12.6,2.7,1.2,49839,59737,44.1,(X),(X)
0500000US29027,"Callaway County, Missouri",15973,5.6,4.1,9.6,10.2,13.9,20.5,15.9,14.0,3.5,2.6,56938,68870,36.8,(X),(X)
0500000US29029,"Camden County, Missouri",16031,6.9,5.3,8.7,10.9,14.7,18.5,13.5,13.1,3.9,4.7,53478,71833,37.6,(X),(X)
0500000US29031,"Cape Girardeau County, Missouri",29594,6.5,5.0,10.9,9.7,14.2,19.4,13.2,13.5,3.6,3.9,53732,72374,37.6,(X),(X)
0500000US29033,"Carroll County, Missouri",3503,5.7,5.2,14.2,11.7,11.9,22.3,12.6,9.4,3.5,3.5,50830,62887,37.3,(X),(X)
0500000US29035,"Carter County, Missouri",2333,5.9,6.2,13.9,14.7,17.6,19.6,6.7,9.6,4.2,1.5,39530,56449,36.9,(X),(X)
0500000US29037,"Cass County, Missouri",39770,2.6,3.3,8.2,7.9,11.9,19.7,15.9,17.7,8.0,4.8,69433,84848,31.0,(X),(X)
0500000US29039,"Cedar County, Missouri",5842,8.5,6.5,13.7,14.0,20.8,18.0,8.2,6.5,1.7,2.1,39365,53665,36.9,(X),(X)
0500000US29041,"Chariton County, Missouri",2686,6.6,7.6,13.0,11.2,15.9,18.7,10.5,11.4,3.2,2.0,46738,60240,38.8,(X),(X)
0500000US29043,"Christian County, Missouri",31645,4.1,3.8,9.2,10.2,14.4,20.6,15.3,14.2,4.7,3.6,60645,74065,34.1,(X),(X)
0500000US29045,"Clark County, Missouri",2657,7.4,4.7,12.8,13.4,12.8,21.2,12.0,10.7,2.9,2.1,48909,65020,46.4,(X),(X)
0500000US29047,"Clay County, Missouri",91238,3.1,2.7,7.2,8.3,12.9,19.0,15.2,18.5,7.6,5.6,70510,88212,29.8,(X),(X)
0500000US29049,"Clinton County, Missouri",8177,3.9,2.9,8.6,7.6,14.9,22.4,15.2,16.2,6.1,2.2,62701,72858,36.0,(X),(X)
0500000US29051,"Cole County, Missouri",30154,5.6,3.2,9.0,7.7,14.1,21.5,14.0,16.6,5.2,3.1,60066,75636,34.7,(X),(X)
0500000US29053,"Cooper County, Missouri",6397,6.3,4.4,11.9,9.4,15.3,20.4,15.3,12.2,2.9,1.8,52735,63688,34.9,(X),(X)
0500000US29055,"Crawford County, Missouri",9578,9.4,7.5,12.9,12.4,15.6,19.6,9.5,9.2,2.6,1.4,44438,54332,40.2,(X),(X)
0500000US29057,"Dade County, Missouri",3068,6.3,4.8,18.0,14.1,17.3,15.3,11.8,8.2,2.8,1.4,40399,55998,35.8,(X),(X)
0500000US29059,"Dallas County, Missouri",6209,4.8,8.4,16.4,11.7,15.3,16.4,12.4,8.4,2.8,3.3,43542,62312,35.1,(X),(X)
0500000US29061,"Daviess County, Missouri",3035,5.0,5.5,11.8,11.2,14.3,26.7,11.0,8.9,2.5,3.1,51679,64421,44.7,(X),(X)
0500000US29063,"DeKalb County, Missouri",3807,3.4,7.7,12.0,12.4,11.0,21.6,14.6,13.6,2.5,1.3,55918,63023,41.9,(X),(X)
0500000US29065,"Dent County, Missouri",6371,11.9,5.9,12.1,13.0,15.6,16.7,13.2,8.4,1.3,2.0,42100,54579,43.7,(X),(X)
0500000US29067,"Douglas County, Missouri",5137,10.9,4.7,17.6,13.3,15.0,19.3,7.8,7.4,1.8,2.1,37425,51868,42.9,(X),(X)
0500000US29069,"Dunklin County, Missouri",12342,12.4,9.5,14.5,12.2,15.8,16.5,7.7,7.6,1.6,2.1,36380,52761,29.4,(X),(X)
0500000US29071,"Franklin County, Missouri",40943,4.0,3.9,10.1,9.9,15.1,19.1,15.4,14.1,4.7,3.8,57214,75479,31.9,(X),(X)
0500000US29073,"Gasconade County, Missouri",6076,4.8,3.9,11.0,11.1,13.9,22.8,13.9,13.8,2.6,2.2,54885,68913,35.7,(X),(X)
0500000US29075,"Gentry County, Missouri",2555,6.8,7.2,9.9,12.3,15.8,18.0,14.5,9.7,4.4,1.4,47790,61423,41.8,(X),(X)
0500000US29077,"Greene County, Missouri",125201,8.2,5.6,12.0,12.2,15.4,19.0,11.0,10.3,3.4,2.9,46086,63877,29.0,(X),(X)
0500000US29079,"Grundy County, Missouri",3936,6.6,7.9,14.9,10.4,14.3,17.3,16.3,8.6,2.4,1.5,45594,57506,46.2,(X),(X)
0500000US29081,"Harrison County, Missouri",3429,5.9,7.2,17.5,12.7,13.6,19.4,14.0,7.6,1.6,0.6,42917,52317,41.0,(X),(X)
0500000US29083,"Henry County, Missouri",9328,7.8,5.8,13.4,11.8,15.0,19.3,10.8,10.2,3.8,2.2,45795,63004,36.0,(X),(X)
0500000US29085,"Hickory County, Missouri",3976,9.9,7.0,18.7,15.8,18.2,15.3,6.9,6.5,1.3,0.5,34182,43912,38.9,(X),(X)
0500000US29087,"Holt County, Missouri",2022,6.3,4.7,9.9,15.2,14.0,22.1,11.0,12.2,2.9,1.5,49524,60182,41.5,(X),(X)
0500000US29089,"Howard County, Missouri",3471,4.0,6.5,9.9,11.8,15.3,17.7,15.6,13.6,3.1,2.4,52700,64775,37.2,(X),(X)
0500000US29091,"Howell County, Missouri",15878,11.8,7.2,12.8,13.8,16.2,16.8,8.9,8.7,2.1,1.6,38357,52116,45.9,(X),(X)
0500000US29093,"Iron County, Missouri",4074,12.5,6.3,12.6,14.0,15.3,19.4,9.4,7.6,1.8,1.3,37435,51670,39.5,(X),(X)
0500000US29095,"Jackson County, Missouri",286601,6.8,4.6,10.1,10.0,14.1,18.3,12.8,13.8,5.2,4.3,55134,74788,32.7,(X),(X)
0500000US29097,"Jasper County, Missouri",45759,6.7,5.6,11.3,11.6,16.9,19.9,12.8,10.0,2.7,2.5,48357,62468,35.3,(X),(X)
0500000US29099,"Jefferson County, Missouri",84444,4.0,3.2,8.1,8.1,13.4,20.5,15.8,16.9,6.6,3.3,65454,78083,30.5,(X),(X)
0500000US29101,"Johnson County, Missouri",19864,5.3,4.9,9.1,10.1,15.4,21.7,13.5,15.0,3.3,1.7,55273,66605,31.8,(X),(X)
0500000US29103,"Knox County, Missouri",1490,6.8,10.6,14.4,11.7,17.7,17.7,9.9,9.1,0.7,1.3,40000,56014,44.4,(X),(X)
0500000US29105,"Laclede County, Missouri",14112,6.3,6.7,12.2,10.6,17.3,20.3,13.9,8.3,2.6,1.9,47257,58389,40.8,(X),(X)
0500000US29107,"Lafayette County, Missouri",13050,4.8,5.0,9.5,10.0,13.6,18.6,15.2,15.0,5.0,3.2,58766,72876,32.9,(X),(X)
0500000US29109,"Lawrence County, Missouri",14787,8.4,4.6,12.1,11.8,18.9,19.1,10.7,9.1,2.8,2.6,44742,58968,38.7,(X),(X)
0500000US29111,"Lewis County, Missouri",3752,8.0,5.8,12.0,12.7,15.2,18.1,13.5,9.6,3.6,1.5,45988,57940,41.0,(X),(X)
0500000US29113,"Lincoln County, Missouri",19286,5.8,4.0,8.3,9.6,12.4,18.4,15.5,17.3,5.6,3.1,64196,74375,35.5,(X),(X)
0500000US29115,"Linn County, Missouri",5106,6.2,5.1,14.0,11.7,17.4,18.2,12.9,10.4,2.4,1.6,45930,59352,39.5,(X),(X)
0500000US29117,"Livingston County, Missouri",5915,6.0,6.6,13.2,12.7,14.1,20.6,12.1,11.1,1.9,1.8,46992,59092,34.9,(X),(X)
0500000US29119,"McDonald County, Missouri",8259,6.3,6.9,14.6,13.0,16.4,20.4,8.5,9.9,2.3,1.6,41643,54657,40.9,(X),(X)
0500000US29121,"Macon County, Missouri",5845,5.3,4.9,14.3,17.0,15.5,20.1,11.4,8.9,1.6,1.0,42746,53813,35.5,(X),(X)
0500000US29123,"Madison County, Missouri",5044,7.1,7.4,15.7,11.1,13.5,18.8,11.7,10.0,3.3,1.5,43636,59032,37.7,(X),(X)
0500000US29125,"Maries County, Missouri",3762,8.5,4.3,12.3,12.9,13.9,17.4,15.7,9.7,2.7,2.6,47569,62778,37.4,(X),(X)
0500000US29127,"Marion County, Missouri",11565,8.0,4.3,13.4,11.4,13.9,21.5,12.5,10.4,2.5,2.1,48784,61788,39.9,(X),(X)
0500000US29129,"Mercer County, Missouri",1271,8.6,7.9,11.5,10.9,13.5,19.4,13.8,11.6,1.8,1.1,47298,57579,44.6,(X),(X)
0500000US29131,"Miller County, Missouri",10111,5.8,5.2,13.8,11.3,16.9,19.6,11.2,10.3,2.5,3.4,47171,64090,36.9,(X),(X)
0500000US29133,"Mississippi County, Missouri",5026,11.9,10.5,16.4,10.9,15.4,15.7,8.6,6.9,1.9,1.8,35357,50405,37.7,(X),(X)
0500000US29135,"Moniteau County, Missouri",5436,6.0,5.0,8.9,11.1,12.5,19.4,17.5,13.5,4.4,1.6,58010,67975,37.2,(X),(X)
0500000US29137,"Monroe County, Missouri",3702,3.8,6.8,12.0,14.1,21.1,18.1,13.7,8.8,0.5,0.9,43966,56487,41.7,(X),(X)
0500000US29139,"Montgomery County, Missouri",5014,7.0,5.8,13.4,10.6,16.3,20.3,11.8,11.3,1.7,1.8,46757,57597,38.5,(X),(X)
0500000US29141,"Morgan County, Missouri",7588,10.8,7.2,14.4,13.8,13.8,16.8,10.5,10.1,1.3,1.4,39003,54011,38.6,(X),(X)
0500000US29143,"New Madrid County, Missouri",7371,9.0,9.8,13.6,13.8,14.4,16.5,10.8,9.1,2.4,0.6,38679,50499,35.8,(X),(X)
0500000US29145,"Newton County, Missouri",22202,5.4,4.3,10.2,13.2,16.3,20.4,11.6,11.8,3.5,3.6,50813,72789,35.2,(X),(X)
0500000US29147,"Nodaway County, Missouri",8395,9.6,4.7,12.8,13.1,15.6,16.4,13.4,9.7,2.9,1.8,44232,58922,37.9,(X),(X)
0500000US29149,"Oregon County, Missouri",4249,12.6,7.2,18.6,13.6,18.1,13.5,7.2,6.9,1.9,0.5,33601,43846,38.6,(X),(X)
0500000US29151,"Osage County, Missouri",5120,3.4,3.4,9.0,8.5,14.6,24.0,15.6,15.9,3.4,2.3,61687,74559,36.8,(X),(X)
0500000US29153,"Ozark County, Missouri",3958,12.2,9.5,18.6,16.2,13.6,14.6,8.0,6.4,0.3,0.5,31947,42760,35.0,(X),(X)
0500000US29155,"Pemiscot County, Missouri",6730,12.3,8.5,16.1,14.1,16.1,12.8,8.2,7.3,3.0,1.6,33859,50700,27.2,(X),(X)
0500000US29157,"Perry County, Missouri",7576,3.6,5.2,11.0,10.6,12.6,23.5,15.3,13.8,2.2,2.1,55863,66451,32.7,(X),(X)
0500000US29159,"Pettis County, Missouri",16033,5.9,5.5,14.1,11.4,17.3,19.4,12.2,10.0,2.5,1.8,46157,60159,37.6,(X),(X)
0500000US29161,"Phelps County, Missouri",17981,10.4,7.4,11.8,10.4,14.5,17.3,10.8,10.5,3.6,3.2,44154,62404,32.7,(X),(X)
0500000US29163,"Pike County, Missouri",6589,6.8,5.6,11.9,12.4,17.4,18.0,13.1,10.2,2.3,2.3,46385,60711,39.4,(X),(X)
0500000US29165,"Platte County, Missouri",39305,2.5,2.3,5.4,9.0,11.4,16.2,14.8,19.5,9.6,9.1,80393,101450,26.8,(X),(X)
0500000US29167,"Polk County, Missouri",11712,6.2,5.8,13.4,12.6,16.1,20.1,10.6,10.8,2.2,2.4,45660,60004,33.4,(X),(X)
0500000US29169,"Pulaski County, Missouri",15154,6.0,4.5,8.6,9.3,18.2,22.7,12.7,12.9,4.0,1.2,53492,64126,42.4,(X),(X)
0500000US29171,"Putnam County, Missouri",1744,8.1,4.6,14.8,14.3,16.2,18.9,12.8,5.6,2.8,1.9,42849,56944,40.0,(X),(X)
0500000US29173,"Ralls County, Missouri",4036,6.0,4.8,10.4,9.0,14.3,20.6,15.6,14.3,3.7,1.4,55377,67500,41.4,(X),(X)
0500000US29175,"Randolph County, Missouri",8626,7.0,6.8,12.7,12.9,12.7,20.3,12.4,11.5,2.2,1.5,47740,57461,35.5,(X),(X)
0500000US29177,"Ray County, Missouri",8868,5.4,4.8,7.6,10.0,11.6,19.7,15.9,17.9,5.1,1.9,61957,74020,38.5,(X),(X)
0500000US29179,"Reynolds County, Missouri",2596,8.7,8.4,14.4,12.7,17.0,15.9,9.2,9.3,3.2,1.1,40324,53030,41.9,(X),(X)
0500000US29181,"Ripley County, Missouri",5059,9.9,9.0,17.3,13.8,14.5,18.2,8.6,7.4,0.8,0.4,34971,46280,30.9,(X),(X)
0500000US29183,"St. Charles County, Missouri",146631,2.4,1.8,5.5,6.2,10.5,17.3,15.9,21.8,10.0,8.7,84978,102661,27.4,(X),(X)
0500000US29185,"St. Clair County, Missouri",4139,8.6,6.5,13.0,15.1,17.1,19.0,9.1,9.6,1.2,0.9,38870,51397,38.2,(X),(X)
0500000US29186,"Ste. Genevieve County, Missouri",7121,4.5,3.5,9.9,10.0,13.5,15.2,15.0,21.4,3.8,3.1,60129,75189,33.1,(X),(X)
0500000US29187,"St. Francois County, Missouri",24898,6.4,6.2,13.6,11.6,16.2,18.9,12.2,10.4,2.9,1.6,46466,58714,29.1,(X),(X)
0500000US29189,"St. Louis County, Missouri",405984,4.8,2.9,8.1,8.6,12.4,17.7,12.6,15.5,7.4,10.1,67420,100230,31.2,(X),(X)
0500000US29195,"Saline County, Missouri",8272,6.8,5.3,12.8,13.7,16.2,20.9,11.5,8.5,2.4,1.9,44720,58691,37.3,(X),(X)
0500000US29197,"Schuyler County, Missouri",1475,8.9,8.2,12.1,12.4,17.2,19.1,11.1,8.6,0.9,1.6,42694,53256,37.1,(X),(X)
0500000US29199,"Scotland County, Missouri",1768,6.4,7.7,12.9,9.8,13.1,23.1,9.5,6.2,6.3,5.0,50085,73096,39.6,(X),(X)
0500000US29201,"Scott County, Missouri",15230,9.1,7.4,13.4,10.3,15.5,19.5,9.6,10.5,2.3,2.4,44139,61674,38.1,(X),(X)
0500000US29203,"Shannon County, Missouri",3064,9.8,8.7,18.8,14.0,16.4,15.9,8.7,6.3,1.2,0.1,34265,43278,38.1,(X),(X)
0500000US29205,"Shelby County, Missouri",2432,5.1,7.5,15.6,11.9,16.7,16.4,13.7,8.0,3.0,2.2,44083,57889,38.2,(X),(X)
0500000US29207,"Stoddard County, Missouri",11530,9.3,6.9,13.1,13.4,18.0,16.1,11.0,9.4,1.6,1.3,41062,53651,31.3,(X),(X)
0500000US29209,"Stone County, Missouri",12783,4.2,6.1,12.3,10.7,16.9,22.1,8.5,11.8,4.3,2.9,49656,68776,36.0,(X),(X)
0500000US29211,"Sullivan County, Missouri",2128,5.4,5.8,13.5,13.4,15.5,21.1,12.2,8.9,3.5,0.7,46481,57896,45.2,(X),(X)
0500000US29213,"Taney County, Missouri",22272,5.4,6.2,12.4,13.0,16.9,20.3,12.5,9.2,1.9,2.2,46031,58053,32.5,(X),(X)
0500000US29215,"Texas County, Missouri",9728,11.4,9.9,12.0,16.6,14.4,15.9,7.5,9.0,2.3,0.9,35067,50352,48.9,(X),(X)
0500000US29217,"Vernon County, Missouri",8207,7.2,5.5,12.7,13.5,17.0,17.9,12.3,9.3,2.0,2.5,43276,60130,33.6,(X),(X)
0500000US29219,"Warren County, Missouri",12654,5.7,2.0,7.7,10.1,17.6,18.9,12.3,16.2,4.7,4.8,60125,76704,40.0,(X),(X)
0500000US29221,"Washington County, Missouri",9231,8.5,8.3,16.4,10.3,14.5,19.8,10.7,8.2,1.7,1.6,41483,54810,40.3,(X),(X)
0500000US29223,"Wayne County, Missouri",5426,13.0,9.8,13.1,15.1,17.0,15.2,8.4,6.2,1.8,0.5,34316,45398,37.3,(X),(X)
0500000US29225,"Webster County, Missouri",13575,4.0,5.8,12.1,12.0,15.5,20.3,12.1,12.7,2.8,2.7,50560,64106,35.5,(X),(X)
0500000US29227,"Worth County, Missouri",859,10.0,4.9,9.9,11.1,9.9,26.0,11.1,13.9,1.7,1.6,53580,59673,40.5,(X),(X)
0500000US29229,"Wright County, Missouri",7063,12.5,4.4,19.9,13.5,17.7,15.1,8.0,5.7,0.7,2.4,34776,48932,45.3,(X),(X)
0500000US29510,"St. Louis city, Missouri",141952,11.5,7.3,11.6,11.3,13.6,16.4,10.1,10.0,4.2,3.9,43896,64089,37.5,(X),(X)
0500000US30001,"Beaverhead County, Montana",3992,8.3,7.9,12.9,12.9,12.7,15.6,13.0,10.2,3.4,3.1,43201,64856,32.1,(X),(X)
0500000US30003,"Big Horn County, Montana",3609,6.2,3.9,14.2,11.3,14.5,18.0,12.7,14.4,2.3,2.5,49859,63920,62.2,(X),(X)
0500000US30005,"Blaine County, Montana",2366,10.1,7.5,14.3,12.4,14.2,20.6,7.8,8.7,2.8,1.6,41279,51976,45.4,(X),(X)
0500000US30007,"Broadwater County, Montana",2364,3.6,6.8,8.5,8.3,15.2,22.5,14.3,12.3,4.7,3.8,60594,75505,28.1,(X),(X)
0500000US30009,"Carbon County, Montana",4524,3.8,4.2,10.0,11.1,14.0,19.6,15.6,14.1,4.5,3.3,58707,71282,41.2,(X),(X)
0500000US30011,"Carter County, Montana",628,4.0,6.4,15.8,12.4,12.1,20.9,9.9,10.7,4.3,3.7,48000,64512,44.9,(X),(X)
0500000US30013,"Cascade County, Montana",34329,6.5,5.5,11.5,11.2,15.5,19.3,11.0,12.0,3.7,4.0,49913,69845,29.0,(X),(X)
0500000US30015,"Chouteau County, Montana",2274,6.6,5.7,15.4,14.1,16.2,17.5,9.3,9.0,4.6,1.7,42298,57531,29.6,(X),(X)
0500000US30017,"Custer County, Montana",4903,7.6,4.6,9.3,10.2,16.1,16.4,13.5,14.3,5.0,2.9,52965,70861,38.9,(X),(X)
0500000US30019,"Daniels County, Montana",857,3.6,2.6,16.8,10.2,6.0,24.6,15.9,13.8,2.0,4.7,57440,74287,42.1,(X),(X)
0500000US30021,"Dawson County, Montana",3930,5.0,5.5,8.4,10.8,12.9,22.6,12.2,14.2,3.6,4.6,58596,72049,33.2,(X),(X)
0500000US30023,"Deer Lodge County, Montana",3903,10.3,6.7,11.8,11.2,21.1,14.3,10.4,10.0,2.4,1.9,41820,54982,29.5,(X),(X)
0500000US30025,"Fallon County, Montana",1334,1.6,4.6,6.3,15.5,11.9,17.1,14.2,19.0,4.5,5.3,64545,80843,31.0,(X),(X)
