GEOID,County,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,Median_Household_Income,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E
0500000US05123,"St. Francis County, Arkansas",9388,14.9,9.8,13.3,11.6,17.7,15.2,8.1,5.3,2.1,2.2,35348,48443,57.4,(X),(X)
0500000US05125,"Saline County, Arkansas",44075,3.9,3.9,7.4,9.4,13.4,19.9,14.4,18.8,5.0,3.9,64412,78299,37.3,(X),(X)
0500000US05127,"Scott County, Arkansas",3944,10.4,10.5,15.2,13.0,15.7,19.5,6.3,6.3,1.8,1.2,36092,46067,43.3,(X),(X)
0500000US05129,"Searcy County, Arkansas",3327,8.4,10.8,15.5,13.1,21.1,14.7,7.5,5.2,2.8,0.9,36438,48048,29.8,(X),(X)
0500000US05131,"Sebastian County, Arkansas",51228,7.6,5.6,12.8,13.7,14.1,18.2,11.1,11.6,2.6,2.8,46228,63505,41.9,(X),(X)
0500000US05133,"Sevier County, Arkansas",5885,7.3,6.1,12.4,10.5,16.6,20.3,11.0,10.6,3.5,1.8,47704,63163,37.8,(X),(X)
0500000US05135,"Sharp County, Arkansas",7447,10.9,7.5,17.0,15.0,16.9,16.7,9.9,4.1,0.5,1.5,34671,48262,32.8,(X),(X)
0500000US05137,"Stone County, Arkansas",4787,9.3,10.9,16.8,9.7,17.4,16.8,8.5,7.5,1.9,1.1,38188,49809,41.2,(X),(X)
0500000US05139,"Union County, Arkansas",15726,10.1,7.0,11.5,11.9,14.2,16.8,10.2,11.4,3.6,3.2,44663,61326,42.1,(X),(X)
0500000US05141,"Van Buren County, Arkansas",6813,8.5,8.7,15.8,12.8,15.7,16.9,8.9,9.3,2.1,1.3,38499,51898,28.8,(X),(X)
0500000US05143,"Washington County, Arkansas",87325,8.1,4.4,10.8,11.1,15.2,18.7,10.2,11.9,4.5,5.1,50451,72327,25.2,(X),(X)
0500000US05145,"White County, Arkansas",29055,8.2,6.3,13.5,11.9,14.2,18.1,11.4,10.7,2.7,3.1,44029,61393,30.9,(X),(X)
0500000US05147,"Woodruff County, Arkansas",2932,12.6,11.0,16.9,11.2,10.0,13.2,14.4,6.8,2.0,1.9,32845,51320,45.6,(X),(X)
0500000US05149,"Yell County, Arkansas",7503,8.1,4.8,12.5,11.7,18.4,18.9,11.5,10.6,1.9,1.6,43923,59191,63.6,(X),(X)
0500000US06001,"Alameda County, California",577177,4.1,3.5,5.5,5.5,7.7,12.5,11.5,18.1,12.3,19.4,99406,130710,30.4,(X),(X)
0500000US06003,"Alpine County, California",350,3.1,5.4,6.9,13.4,9.4,17.4,8.6,21.7,5.1,8.9,63750,97724,31.1,(X),(X)
0500000US06005,"Amador County, California",14594,4.5,4.1,9.3,10.3,11.3,19.6,14.2,15.7,5.7,5.2,62772,81659,36.0,(X),(X)
0500000US06007,"Butte County, California",85320,7.0,6.6,11.3,10.2,13.0,16.9,11.4,12.9,5.1,5.6,52537,75746,35.3,(X),(X)
0500000US06009,"Calaveras County, California",16942,3.7,3.2,9.5,9.7,12.3,20.0,14.3,14.1,7.7,5.6,63158,84039,39.8,(X),(X)
0500000US06011,"Colusa County, California",7227,4.2,5.4,11.5,9.4,12.2,20.2,15.1,12.9,5.1,3.9,59401,77196,28.6,(X),(X)
0500000US06013,"Contra Costa County, California",394769,3.4,2.8,4.9,5.4,8.1,13.0,12.6,18.9,11.5,19.4,99716,135742,36.3,(X),(X)
0500000US06015,"Del Norte County, California",9945,7.6,7.4,12.9,13.0,11.9,18.8,10.5,12.4,2.1,3.4,45283,63515,39.7,(X),(X)
0500000US06017,"El Dorado County, California",70974,3.9,3.5,6.8,6.4,9.7,14.8,13.0,18.9,10.0,13.0,83377,110041,36.4,(X),(X)
0500000US06019,"Fresno County, California",307906,6.8,5.9,11.1,10.4,12.6,17.2,12.0,13.3,5.8,4.9,53969,74776,40.6,(X),(X)
0500000US06021,"Glenn County, California",10085,6.6,8.9,11.9,8.6,14.4,19.2,11.8,13.2,2.7,2.7,49633,62706,34.3,(X),(X)
0500000US06023,"Humboldt County, California",54679,7.4,7.7,11.3,10.7,14.5,17.1,11.7,11.4,4.2,4.1,48041,68313,37.3,(X),(X)
0500000US06025,"Imperial County, California",44829,7.6,9.5,12.7,9.7,12.9,15.5,12.0,13.0,4.1,2.9,47622,64355,43.1,(X),(X)
0500000US06027,"Inyo County, California",7950,3.3,5.1,9.1,11.3,15.4,21.0,12.5,14.7,4.3,3.2,57316,71376,28.3,(X),(X)
0500000US06029,"Kern County, California",270282,6.4,5.6,11.0,10.8,13.3,17.7,11.4,13.5,5.9,4.4,53350,73478,33.7,(X),(X)
0500000US06031,"Kings County, California",43452,5.2,4.5,9.2,10.5,14.2,20.0,13.7,14.0,4.9,3.7,57848,72812,43.4,(X),(X)
0500000US06033,"Lake County, California",25660,7.3,7.7,10.5,11.8,16.4,15.5,12.2,10.8,4.6,3.2,47040,66591,42.3,(X),(X)
0500000US06035,"Lassen County, California",9280,3.7,5.5,10.8,9.9,13.2,20.8,12.2,15.1,5.8,3.0,56352,71713,33.2,(X),(X)
0500000US06037,"Los Angeles County, California",3316795,5.6,4.8,8.4,8.1,11.2,15.9,12.3,15.8,7.8,10.2,68044,99133,38.5,(X),(X)
0500000US06039,"Madera County, California",44881,5.5,5.3,8.4,10.6,14.8,18.0,13.0,15.5,4.9,4.0,57585,74861,40.2,(X),(X)
0500000US06041,"Marin County, California",105432,3.0,2.7,5.0,5.3,7.2,11.2,9.9,16.6,11.2,27.9,115246,176019,34.1,(X),(X)
0500000US06043,"Mariposa County, California",7643,6.3,5.8,13.8,10.6,14.5,17.8,13.8,10.4,5.4,1.6,48820,61727,29.8,(X),(X)
0500000US06045,"Mendocino County, California",34408,5.6,7.2,11.2,10.9,13.6,18.6,11.8,12.9,4.2,4.0,51416,70648,37.0,(X),(X)
0500000US06047,"Merced County, California",80008,6.1,5.9,9.9,10.3,14.9,18.5,12.7,12.3,4.8,4.5,53672,74379,43.4,(X),(X)
0500000US06049,"Modoc County, California",3616,7.6,3.9,13.8,17.3,10.6,22.2,11.2,11.1,2.2,0.2,45507,53699,37.9,(X),(X)
0500000US06051,"Mono County, California",4765,4.1,3.0,4.6,7.3,15.1,25.4,18.5,9.5,6.6,5.9,62260,84427,34.6,(X),(X)
0500000US06053,"Monterey County, California",127155,3.6,2.9,7.4,7.9,11.9,19.0,14.2,16.5,7.7,8.9,71015,97451,32.7,(X),(X)
0500000US06055,"Napa County, California",48705,3.4,2.9,5.0,6.0,10.1,14.9,13.1,18.6,10.9,15.0,88596,123451,37.2,(X),(X)
0500000US06057,"Nevada County, California",40855,4.8,4.5,8.0,9.5,12.4,16.0,13.0,15.8,7.2,8.8,66096,91634,30.9,(X),(X)
0500000US06059,"Orange County, California",1037492,4.2,2.7,5.6,6.0,8.8,14.6,12.8,18.6,11.1,15.5,90234,122488,38.9,(X),(X)
0500000US06061,"Placer County, California",142855,3.7,3.1,5.9,6.3,8.3,14.9,12.9,20.1,11.5,13.3,89691,115043,30.5,(X),(X)
0500000US06063,"Plumas County, California",8450,6.1,6.6,8.2,8.4,15.9,17.3,14.0,14.0,5.3,4.2,55359,77027,42.4,(X),(X)
0500000US06065,"Riverside County, California",724893,5.4,3.9,8.4,8.5,11.7,17.1,13.1,16.9,7.9,7.1,67005,88875,41.7,(X),(X)
0500000US06067,"Sacramento County, California",543025,5.1,4.6,8.0,8.3,11.5,17.3,13.3,16.8,7.9,7.3,67151,88883,32.0,(X),(X)
0500000US06069,"San Benito County, California",18135,2.4,1.9,5.3,5.8,11.1,16.1,13.8,22.4,10.5,10.8,86958,106604,29.8,(X),(X)
0500000US06071,"San Bernardino County, California",636041,5.0,4.6,8.6,9.1,12.2,18.1,13.9,16.0,7.1,5.4,63362,81382,38.1,(X),(X)
0500000US06073,"San Diego County, California",1125286,4.2,3.4,6.7,7.1,10.3,16.1,13.0,18.0,9.4,11.7,78980,106600,35.1,(X),(X)
0500000US06075,"San Francisco County, California",362354,4.7,5.0,5.8,4.9,6.2,9.8,9.0,15.6,11.9,27.0,112449,160396,34.4,(X),(X)
0500000US06077,"San Joaquin County, California",228567,4.8,4.5,8.9,8.9,11.9,17.7,13.1,16.1,7.5,6.8,64432,86090,36.9,(X),(X)
0500000US06079,"San Luis Obispo County, California",105981,5.2,3.6,7.2,6.9,10.9,17.1,13.3,17.8,8.9,9.1,73518,96196,36.0,(X),(X)
0500000US06081,"San Mateo County, California",263543,2.7,2.2,4.2,4.4,6.5,10.7,10.7,17.3,12.8,28.5,122641,174055,32.6,(X),(X)
0500000US06083,"Santa Barbara County, California",145856,4.7,3.4,7.0,7.0,11.6,16.5,12.6,17.0,8.3,11.9,74624,106421,36.4,(X),(X)
0500000US06085,"Santa Clara County, California",640215,3.0,2.5,4.2,4.4,6.5,10.6,9.9,17.4,13.5,27.9,124055,164962,31.4,(X),(X)
0500000US06087,"Santa Cruz County, California",95818,4.7,4.0,7.2,6.7,9.3,13.8,12.5,16.7,9.8,15.4,82234,115265,34.9,(X),(X)
0500000US06089,"Shasta County, California",71181,5.7,6.6,10.6,9.5,13.9,17.8,12.9,12.6,5.8,4.5,54667,73415,35.8,(X),(X)
0500000US06091,"Sierra County, California",1319,4.2,9.2,11.6,10.5,12.5,11.3,14.9,15.2,8.3,2.3,52148,74547,46.6,(X),(X)
0500000US06093,"Siskiyou County, California",19240,7.5,7.1,12.8,11.0,15.6,17.6,11.1,11.6,3.2,2.4,45241,64251,36.1,(X),(X)
0500000US06095,"Solano County, California",149865,4.0,2.9,5.6,6.7,10.3,16.7,14.6,19.9,10.0,9.4,81472,100842,33.5,(X),(X)
0500000US06097,"Sonoma County, California",189374,3.4,3.3,6.0,6.8,10.0,16.6,14.2,18.5,10.1,11.0,81018,108169,33.6,(X),(X)
0500000US06099,"Stanislaus County, California",173898,4.6,4.6,9.2,9.7,13.1,18.7,13.2,15.9,6.2,4.9,60704,79228,37.6,(X),(X)
0500000US06101,"Sutter County, California",32636,4.8,4.9,9.6,10.1,13.2,18.4,12.1,16.3,5.7,4.8,59050,79429,30.7,(X),(X)
0500000US06103,"Tehama County, California",24189,6.6,6.7,15.9,12.0,13.8,17.2,10.6,9.7,3.9,3.5,44514,61939,33.6,(X),(X)
0500000US06105,"Trinity County, California",5939,9.9,7.2,14.9,12.0,15.9,17.7,8.7,9.1,3.3,1.3,40846,54714,35.0,(X),(X)
0500000US06107,"Tulare County, California",138238,6.7,6.1,12.3,10.6,14.5,17.3,11.5,12.1,4.9,3.9,49687,69493,43.9,(X),(X)
0500000US06109,"Tuolumne County, California",22502,5.1,7.0,8.5,10.0,11.8,17.5,13.0,15.7,5.4,6.1,60108,83571,36.0,(X),(X)
0500000US06111,"Ventura County, California",271040,3.0,2.7,5.8,6.3,9.5,14.8,14.0,19.7,10.9,13.3,88131,115600,37.5,(X),(X)
0500000US06113,"Yolo County, California",74296,7.2,4.7,8.1,7.1,9.6,16.6,12.0,15.4,8.7,10.7,70228,98244,31.6,(X),(X)
0500000US06115,"Yuba County, California",26354,5.5,5.7,9.2,8.9,14.6,17.7,12.2,16.1,6.5,3.6,58054,72679,31.0,(X),(X)
0500000US08001,"Adams County, Colorado",166450,3.6,2.8,6.6,7.7,12.7,19.2,15.6,18.7,7.6,5.5,71202,87596,36.7,(X),(X)
0500000US08003,"Alamosa County, Colorado",6162,9.0,7.9,12.3,15.9,17.8,15.0,9.0,8.8,1.6,2.7,37515,56513,29.3,(X),(X)
0500000US08005,"Arapahoe County, Colorado",240304,3.9,2.3,5.4,6.9,11.7,18.4,14.2,19.1,8.3,9.9,77469,104990,30.8,(X),(X)
0500000US08007,"Archuleta County, Colorado",5858,4.2,4.6,12.6,8.1,16.2,23.0,13.3,9.9,3.4,4.7,52221,71666,31.5,(X),(X)
0500000US08009,"Baca County, Colorado",1662,8.9,8.7,14.9,16.7,14.1,14.6,11.1,7.2,2.7,1.2,35878,51324,30.7,(X),(X)
0500000US08011,"Bent County, Colorado",1767,8.8,9.9,19.9,18.2,12.2,14.4,8.7,5.7,1.4,0.7,30900,44983,32.1,(X),(X)
0500000US08013,"Boulder County, Colorado",127415,5.8,2.7,6.0,6.6,10.2,14.5,12.4,17.2,10.3,14.2,83019,115966,32.6,(X),(X)
0500000US08014,"Broomfield County, Colorado",27470,3.2,1.2,3.9,5.2,9.5,15.9,13.2,21.0,11.9,15.0,96416,124778,28.5,(X),(X)
0500000US08015,"Chaffee County, Colorado",8231,4.3,7.0,10.3,11.1,11.8,18.7,12.7,15.1,6.1,2.8,55771,70142,34.5,(X),(X)
0500000US08017,"Cheyenne County, Colorado",774,8.7,5.3,7.1,10.5,14.5,14.1,23.6,9.0,2.7,4.5,53977,70046,37.6,(X),(X)
0500000US08019,"Clear Creek County, Colorado",4395,4.6,4.5,7.5,6.1,15.2,17.4,10.0,21.0,6.2,7.5,67060,84430,44.7,(X),(X)
0500000US08021,"Conejos County, Colorado",3183,8.7,9.6,15.4,14.9,13.4,20.3,8.3,6.7,1.5,1.2,36084,50114,29.1,(X),(X)
0500000US08023,"Costilla County, Colorado",1746,10.0,13.7,18.0,12.2,17.4,13.7,4.2,6.3,2.1,2.3,30965,46633,27.3,(X),(X)
0500000US08025,"Crowley County, Colorado",1301,8.8,6.2,11.4,17.2,14.5,19.8,14.6,3.8,3.2,0.4,42135,50640,29.2,(X),(X)
0500000US08027,"Custer County, Colorado",2214,8.2,4.4,8.2,9.6,16.5,25.5,8.4,12.1,5.6,1.4,53119,64037,32.0,(X),(X)
0500000US08029,"Delta County, Colorado",11883,7.5,6.9,11.2,11.5,17.6,16.2,11.1,10.2,3.4,4.4,45269,65899,39.2,(X),(X)
0500000US08031,"Denver County, Colorado",301501,6.3,3.7,7.3,7.9,11.3,17.3,12.5,15.7,8.0,10.1,68592,99151,31.7,(X),(X)
0500000US08033,"Dolores County, Colorado",759,4.2,6.7,10.3,16.9,15.8,20.4,8.3,13.0,1.6,2.8,45972,62136,45.6,(X),(X)
0500000US08035,"Douglas County, Colorado",120709,1.6,1.0,2.6,3.9,5.6,12.1,13.0,24.1,15.9,20.1,119730,147010,26.5,(X),(X)
0500000US08037,"Eagle County, Colorado",18171,3.4,2.3,3.9,6.4,11.9,13.9,16.7,20.2,8.0,13.3,84790,118174,45.6,(X),(X)
0500000US08039,"Elbert County, Colorado",9280,2.1,2.8,5.1,3.7,8.4,12.9,15.6,20.8,15.0,13.6,99199,121995,33.6,(X),(X)
0500000US08041,"El Paso County, Colorado",257507,4.5,3.3,7.4,8.1,12.0,18.9,14.3,17.4,7.4,6.6,68779,88333,31.9,(X),(X)
0500000US08043,"Fremont County, Colorado",17136,6.3,5.3,12.0,11.3,15.8,18.5,13.1,13.1,2.4,2.2,49409,64506,30.9,(X),(X)
0500000US08045,"Garfield County, Colorado",21498,4.0,2.6,6.4,6.1,12.1,18.1,18.5,18.5,8.2,5.4,75937,90090,42.6,(X),(X)
0500000US08047,"Gilpin County, Colorado",2802,3.1,1.7,7.3,4.1,10.1,23.5,13.2,19.4,10.7,6.8,76429,103719,35.9,(X),(X)
0500000US08049,"Grand County, Colorado",5884,3.4,2.9,7.0,10.3,11.8,18.6,15.7,17.8,6.1,6.4,71198,86284,60.5,(X),(X)
0500000US08051,"Gunnison County, Colorado",6616,4.3,5.0,11.0,8.5,14.0,17.9,10.7,18.1,4.8,5.5,56577,77389,43.8,(X),(X)
0500000US08053,"Hinsdale County, Colorado",377,6.9,1.3,9.5,11.9,14.9,26.0,6.1,14.9,1.3,7.2,56339,74731,57.0,(X),(X)
0500000US08055,"Huerfano County, Colorado",3225,8.8,7.5,16.1,14.2,15.1,17.0,10.0,7.7,2.3,1.3,38137,50466,37.8,(X),(X)
0500000US08057,"Jackson County, Colorado",558,3.0,3.2,12.9,10.4,19.0,23.7,12.5,11.5,2.7,1.1,53300,64192,67.9,(X),(X)
0500000US08059,"Jefferson County, Colorado",232284,3.6,2.2,5.6,6.1,10.8,16.8,13.9,20.0,10.4,10.8,82986,107456,29.4,(X),(X)
0500000US08061,"Kiowa County, Colorado",638,5.2,9.1,11.0,13.5,19.1,13.9,13.0,8.2,3.4,3.6,41731,59705,32.6,(X),(X)
0500000US08063,"Kit Carson County, Colorado",3004,3.3,4.6,10.3,14.7,18.4,20.9,13.5,9.7,1.9,2.8,49349,69660,34.8,(X),(X)
0500000US08065,"Lake County, Colorado",3392,7.8,6.4,10.8,7.1,16.8,21.0,13.1,10.5,4.2,2.3,50565,64892,31.1,(X),(X)
0500000US08067,"La Plata County, Colorado",21794,4.5,3.6,7.1,9.0,12.4,17.3,14.4,16.2,7.6,7.9,68685,94761,33.2,(X),(X)
0500000US08069,"Larimer County, Colorado",137021,4.7,3.2,7.9,7.3,11.6,17.2,14.1,17.9,8.4,7.7,71881,93301,31.2,(X),(X)
0500000US08071,"Las Animas County, Colorado",6670,11.4,6.5,12.3,12.6,13.6,20.7,8.9,8.3,3.6,2.2,41817,56571,31.0,(X),(X)
0500000US08073,"Lincoln County, Colorado",1518,8.3,4.9,13.6,13.0,13.6,17.3,9.6,12.7,3.0,4.1,47258,66203,41.4,(X),(X)
0500000US08075,"Logan County, Colorado",8393,7.5,5.5,9.4,10.8,14.3,20.1,15.0,12.6,1.8,3.1,53318,64895,40.3,(X),(X)
0500000US08077,"Mesa County, Colorado",61742,6.0,5.0,11.2,8.6,14.7,19.3,13.7,13.4,4.4,3.6,55379,71408,33.5,(X),(X)
0500000US08079,"Mineral County, Colorado",367,4.6,3.0,6.8,6.3,17.4,23.7,13.1,16.6,4.9,3.5,62188,74266,29.7,(X),(X)
0500000US08081,"Moffat County, Colorado",5366,7.0,8.4,8.7,10.8,9.5,18.2,13.5,15.8,4.0,4.0,57229,70569,32.5,(X),(X)
0500000US08083,"Montezuma County, Colorado",10655,6.6,5.0,11.5,11.0,16.4,20.5,13.1,10.4,3.5,1.9,49470,61197,37.1,(X),(X)
0500000US08085,"Montrose County, Colorado",17140,6.8,5.4,12.2,10.7,14.4,18.9,14.1,12.4,2.7,2.4,50489,66576,45.8,(X),(X)
0500000US08087,"Morgan County, Colorado",10928,5.6,5.2,11.3,9.0,15.5,21.5,15.0,11.7,3.5,1.7,53682,64702,41.1,(X),(X)
0500000US08089,"Otero County, Colorado",7722,13.2,9.9,12.4,10.8,15.4,18.5,9.7,7.1,1.8,1.3,38169,49140,33.8,(X),(X)
0500000US08091,"Ouray County, Colorado",2163,3.1,3.8,9.2,9.7,14.0,16.7,13.2,17.2,5.1,8.0,66417,89953,50.9,(X),(X)
0500000US08093,"Park County, Colorado",6931,1.4,4.4,9.3,7.4,8.7,19.5,14.7,23.1,8.1,3.5,73622,88346,33.3,(X),(X)
0500000US08095,"Phillips County, Colorado",1689,4.7,3.1,9.1,11.2,19.6,18.9,16.5,12.3,1.7,2.9,51155,65218,43.1,(X),(X)
0500000US08097,"Pitkin County, Colorado",7467,2.7,2.0,3.0,8.8,10.6,21.0,13.1,20.2,9.3,9.3,78935,123052,40.6,(X),(X)
0500000US08099,"Prowers County, Colorado",4888,10.7,4.1,14.3,10.3,19.2,15.7,10.4,11.3,1.9,2.2,41929,57202,34.1,(X),(X)
0500000US08101,"Pueblo County, Colorado",64314,8.5,6.6,11.2,11.2,15.2,17.2,12.8,11.4,3.6,2.4,46783,62799,39.5,(X),(X)
0500000US08103,"Rio Blanco County, Colorado",2301,4.2,8.2,10.3,7.8,14.1,17.1,14.7,16.4,5.1,2.0,54357,68199,36.4,(X),(X)
0500000US08105,"Rio Grande County, Colorado",4823,9.0,8.6,14.0,11.9,16.3,11.9,12.3,9.8,4.1,2.1,39123,57761,38.5,(X),(X)
0500000US08107,"Routt County, Colorado",9603,5.3,3.1,5.3,5.4,9.9,18.6,14.0,19.8,8.8,9.9,77443,106451,48.0,(X),(X)
0500000US08109,"Saguache County, Colorado",2860,11.2,7.2,13.8,14.7,14.2,16.9,10.3,6.9,3.6,1.2,38571,51603,34.8,(X),(X)
0500000US08111,"San Juan County, Colorado",289,4.2,2.1,11.1,9.0,19.0,23.2,10.4,13.1,5.2,2.8,54625,68152,67.1,(X),(X)
0500000US08113,"San Miguel County, Colorado",3552,4.0,4.1,10.1,8.4,11.2,16.5,13.6,14.6,8.6,8.9,67038,103024,55.0,(X),(X)
0500000US08115,"Sedgwick County, Colorado",967,8.3,7.9,14.6,12.5,10.7,19.6,11.8,8.3,1.8,4.7,43150,64634,40.3,(X),(X)
0500000US08117,"Summit County, Colorado",10641,2.5,2.2,2.9,10.1,7.7,18.8,17.2,22.7,8.6,7.2,79277,101084,36.0,(X),(X)
0500000US08119,"Teller County, Colorado",10248,4.5,2.9,7.3,6.9,12.7,20.3,14.6,19.7,5.0,6.1,66592,84460,24.7,(X),(X)
0500000US08121,"Washington County, Colorado",2087,5.0,4.5,11.6,11.4,17.4,18.7,12.3,12.5,3.9,2.6,50094,66293,40.0,(X),(X)
0500000US08123,"Weld County, Colorado",104671,4.5,3.2,6.9,7.2,11.0,17.7,16.3,19.3,7.8,6.1,74150,89427,37.4,(X),(X)
0500000US08125,"Yuma County, Colorado",4028,6.7,5.2,5.3,12.0,18.0,19.9,14.5,12.9,3.1,2.3,52022,68157,45.5,(X),(X)
0500000US09001,"Fairfield County, Connecticut",340189,4.4,3.0,6.1,5.8,9.1,12.8,10.7,16.3,10.3,21.5,95645,155154,36.8,(X),(X)
0500000US09003,"Hartford County, Connecticut",350408,5.6,3.7,7.4,7.3,10.9,14.9,13.2,17.5,9.0,10.4,75148,100938,35.0,(X),(X)
0500000US09005,"Litchfield County, Connecticut",74143,3.0,3.1,6.5,7.4,11.2,16.1,13.3,19.3,9.9,10.1,79906,107239,40.0,(X),(X)
0500000US09007,"Middlesex County, Connecticut",66971,3.9,3.0,6.3,6.7,9.1,15.2,13.2,19.4,11.2,11.9,85898,110132,28.0,(X),(X)
0500000US09009,"New Haven County, Connecticut",330572,5.8,4.2,8.2,7.6,11.1,16.2,12.5,16.5,8.8,9.1,69905,94740,36.0,(X),(X)
0500000US09011,"New London County, Connecticut",107827,4.4,3.4,7.4,7.1,10.9,17.8,13.9,17.7,9.0,8.4,73490,95858,33.3,(X),(X)
0500000US09013,"Tolland County, Connecticut",55683,4.3,2.8,6.1,6.1,9.3,14.6,13.2,20.4,11.4,11.8,87069,109723,33.0,(X),(X)
0500000US09015,"Windham County, Connecticut",44953,5.4,4.1,7.9,7.5,11.6,19.1,14.9,17.5,6.5,5.5,66550,82196,37.5,(X),(X)
0500000US10001,"Kent County, Delaware",65796,5.1,4.5,8.7,10.1,13.6,19.1,14.6,15.1,5.6,3.6,60910,75577,36.3,(X),(X)
0500000US10003,"New Castle County, Delaware",205829,5.7,3.0,7.0,7.8,10.5,16.6,14.6,17.3,8.9,8.6,73892,97068,43.6,(X),(X)
0500000US10005,"Sussex County, Delaware",91697,4.4,3.9,7.9,9.1,13.8,19.2,13.9,15.9,5.9,5.9,63162,84849,38.9,(X),(X)
0500000US11001,"District of Columbia, District of Columbia",284386,8.6,4.3,6.0,5.9,7.7,12.2,10.6,16.4,9.9,18.3,86420,127890,31.3,(X),(X)
0500000US12001,"Alachua County, Florida",97995,12.2,4.8,11.2,9.3,12.7,16.4,10.9,11.9,5.0,5.5,49689,71857,33.6,(X),(X)
0500000US12003,"Baker County, Florida",8693,7.9,2.1,8.6,10.2,12.0,21.1,14.1,14.2,6.5,3.3,63275,74509,44.2,(X),(X)
0500000US12005,"Bay County, Florida",71422,6.4,4.9,9.5,9.6,15.3,19.1,14.0,13.2,4.6,3.4,54316,71507,39.7,(X),(X)
0500000US12007,"Bradford County, Florida",9115,12.0,7.0,11.3,8.8,13.7,20.8,11.0,11.2,3.1,1.1,45921,57585,47.4,(X),(X)
0500000US12009,"Brevard County, Florida",230417,5.0,4.4,9.8,10.1,14.2,19.4,12.5,14.0,5.5,5.0,56775,77091,39.1,(X),(X)
0500000US12011,"Broward County, Florida",690050,6.4,4.0,9.1,9.5,13.4,17.8,12.3,14.1,6.0,7.4,59547,85851,35.2,(X),(X)
0500000US12013,"Calhoun County, Florida",4501,9.5,7.0,15.4,14.1,16.0,15.7,11.9,7.5,2.0,1.0,38568,53097,31.7,(X),(X)
0500000US12015,"Charlotte County, Florida",76891,4.8,4.5,12.1,11.2,16.0,20.0,12.4,11.4,3.8,4.0,51499,71130,35.4,(X),(X)
0500000US12017,"Citrus County, Florida",63681,7.4,5.6,13.8,13.1,16.5,20.0,9.8,9.1,2.6,2.1,44237,58601,35.9,(X),(X)
0500000US12019,"Clay County, Florida",74333,4.1,2.6,8.2,8.6,12.8,20.4,15.6,16.4,6.6,4.5,65740,82908,41.8,(X),(X)
0500000US12021,"Collier County, Florida",142979,4.1,3.1,7.4,8.7,12.1,17.5,12.9,14.8,7.5,11.9,69653,112784,37.0,(X),(X)
0500000US12023,"Columbia County, Florida",25133,7.3,6.1,12.3,11.4,15.7,17.7,11.7,12.1,3.4,2.3,46494,63704,46.5,(X),(X)
0500000US12027,"DeSoto County, Florida",12072,7.2,5.9,20.6,15.6,15.0,16.5,9.5,6.7,2.0,1.0,35438,49625,34.8,(X),(X)
0500000US12029,"Dixie County, Florida",6504,8.8,7.7,14.3,11.8,21.8,14.7,5.7,8.7,3.0,3.4,39828,56035,54.7,(X),(X)
0500000US12031,"Duval County, Florida",359544,6.8,4.2,9.1,9.9,14.4,19.1,13.2,13.3,5.0,5.0,55807,77522,41.7,(X),(X)
0500000US12033,"Escambia County, Florida",120104,5.9,4.4,10.4,11.6,16.7,19.5,12.3,11.7,3.6,3.8,50915,68758,29.8,(X),(X)
0500000US12035,"Flagler County, Florida",42121,5.3,3.3,10.6,11.0,14.8,20.6,13.2,12.9,4.8,3.4,54514,71667,42.8,(X),(X)
0500000US12037,"Franklin County, Florida",4444,9.1,7.2,10.3,12.6,13.5,17.3,11.0,12.2,2.7,4.0,46643,68529,36.2,(X),(X)
0500000US12039,"Gadsden County, Florida",17149,11.2,4.4,13.0,13.3,17.3,18.7,9.2,8.7,3.0,1.2,41401,53811,48.3,(X),(X)
0500000US12041,"Gilchrist County, Florida",6464,7.4,4.9,13.5,14.8,16.4,15.9,14.9,8.3,2.1,1.7,43640,56762,45.3,(X),(X)
0500000US12043,"Glades County, Florida",4700,5.2,10.2,11.7,14.7,17.0,17.1,9.2,8.8,3.6,2.4,40977,55963,31.7,(X),(X)
0500000US12045,"Gulf County, Florida",5757,4.8,7.6,11.1,11.0,18.8,16.1,13.2,13.4,2.4,1.7,47712,61039,37.2,(X),(X)
0500000US12047,"Hamilton County, Florida",4381,14.4,6.5,14.7,11.4,10.7,21.8,8.9,8.4,1.3,2.1,38569,51642,44.9,(X),(X)
0500000US12049,"Hardee County, Florida",7863,9.6,9.8,13.6,12.6,15.1,18.2,9.0,8.5,2.1,1.5,38682,53433,35.9,(X),(X)
0500000US12051,"Hendry County, Florida",12527,10.5,5.2,14.6,12.7,16.7,14.5,14.3,7.5,1.8,2.2,40820,56396,43.3,(X),(X)
0500000US12053,"Hernando County, Florida",75348,6.4,5.3,11.6,12.0,16.0,20.4,11.8,11.2,3.4,2.1,48812,62158,38.6,(X),(X)
0500000US12055,"Highlands County, Florida",41740,7.7,6.1,15.1,13.7,16.7,19.8,8.7,7.6,2.4,2.3,40942,59208,33.5,(X),(X)
0500000US12057,"Hillsborough County, Florida",526175,6.7,4.2,9.1,9.5,13.2,18.0,12.6,13.8,5.9,7.0,58884,83104,34.8,(X),(X)
0500000US12059,"Holmes County, Florida",7092,9.9,8.7,15.0,12.2,12.6,19.2,11.3,8.4,0.8,1.7,39102,51489,35.1,(X),(X)
